'2019-11-26 19:01:37,896 - [testcases.py-->line:31] - INFO: 用例：正常登录---执行通过'
'2019-12-07 20:19:48,486 - [testcase.py-->line:91] - INFO: 用例：手机号长度不足11位---执行通过'
'2019-12-07 20:19:48,675 - [testcase.py-->line:91] - INFO: 用例：手机号长度超过11位---执行通过'
'2019-12-07 20:19:48,865 - [testcase.py-->line:91] - INFO: 用例：手机号为未注册过的手机号---执行通过'
'2019-12-07 20:19:49,057 - [testcase.py-->line:91] - INFO: 用例：密码错误---执行通过'
'2019-12-07 20:19:49,364 - [testcase.py-->line:85] - INFO: 用例：密码为空---执行未通过'
'2019-12-07 20:19:49,451 - [testcase.py-->line:91] - INFO: 用例：密码小于8位---执行通过'
'2019-12-07 20:19:49,637 - [testcase.py-->line:91] - INFO: 用例：密码大于16位---执行通过'
'2019-12-07 20:19:49,859 - [testcase.py-->line:54] - INFO: 用例：注册成功—带注册名，不带类型---执行通过'
'2019-12-07 20:19:50,091 - [testcase.py-->line:54] - INFO: 用例：成功-不带注册名，不带类型---执行通过'
'2019-12-07 20:19:50,285 - [testcase.py-->line:54] - INFO: 用例：手机号长度不足11位---执行通过'
'2019-12-07 20:19:50,474 - [testcase.py-->line:54] - INFO: 用例：手机号长度超过11位---执行通过'
'2019-12-07 20:19:50,701 - [testcase.py-->line:54] - INFO: 用例：手机号格式错误---执行通过'
'2019-12-07 20:19:50,894 - [testcase.py-->line:54] - INFO: 用例：手机号为空---执行通过'
'2019-12-07 20:19:51,110 - [testcase.py-->line:54] - INFO: 用例：密码小于8位---执行通过'
'2019-12-07 20:19:51,317 - [testcase.py-->line:54] - INFO: 用例：注册成功-密码16位---执行通过'
'2019-12-07 20:19:51,505 - [testcase.py-->line:54] - INFO: 用例：密码大于16位---执行通过'
'2019-12-07 20:19:51,690 - [testcase.py-->line:54] - INFO: 用例：不传密码---执行通过'
'2019-12-07 20:19:51,887 - [testcase.py-->line:54] - INFO: 用例：注册成功—类型为0---执行通过'
'2019-12-07 20:19:52,089 - [testcase.py-->line:54] - INFO: 用例：注册成功—类型为1---执行通过'
'2019-12-07 20:19:52,292 - [testcase.py-->line:54] - INFO: 用例：注册成功—类型非0和1---执行通过'
'2019-12-07 20:19:52,502 - [testcase.py-->line:54] - INFO: 用例：注册名超过11位---执行通过'
'2019-12-07 20:19:52,765 - [testcase.py-->line:54] - INFO: 用例：注册过的手机号再次注册---执行通过'
'2019-12-07 21:41:11,648 - [testcase.py-->line:85] - INFO: 用例：手机号为空---执行未通过'
'2019-12-07 21:41:11,737 - [testcase.py-->line:91] - INFO: 用例：手机号长度不足11位---执行通过'
'2019-12-07 21:41:11,919 - [testcase.py-->line:91] - INFO: 用例：手机号长度超过11位---执行通过'
'2019-12-07 21:41:12,118 - [testcase.py-->line:91] - INFO: 用例：手机号为未注册过的手机号---执行通过'
'2019-12-07 21:41:12,318 - [testcase.py-->line:91] - INFO: 用例：密码错误---执行通过'
'2019-12-07 21:41:12,646 - [testcase.py-->line:85] - INFO: 用例：密码为空---执行未通过'
'2019-12-07 21:41:12,736 - [testcase.py-->line:91] - INFO: 用例：密码小于8位---执行通过'
'2019-12-07 21:41:12,928 - [testcase.py-->line:91] - INFO: 用例：密码大于16位---执行通过'
'2019-12-07 21:41:13,232 - [testcase.py-->line:54] - INFO: 用例：注册成功—带注册名，不带类型---执行通过'
'2019-12-07 21:41:13,422 - [testcase.py-->line:54] - INFO: 用例：成功-不带注册名，不带类型---执行通过'
'2019-12-07 21:41:13,609 - [testcase.py-->line:54] - INFO: 用例：手机号长度不足11位---执行通过'
'2019-12-07 21:41:13,791 - [testcase.py-->line:54] - INFO: 用例：手机号长度超过11位---执行通过'
'2019-12-07 21:41:13,959 - [testcase.py-->line:54] - INFO: 用例：手机号格式错误---执行通过'
'2019-12-07 21:41:14,137 - [testcase.py-->line:54] - INFO: 用例：手机号为空---执行通过'
'2019-12-07 21:41:14,334 - [testcase.py-->line:54] - INFO: 用例：密码小于8位---执行通过'
'2019-12-07 21:41:14,557 - [testcase.py-->line:54] - INFO: 用例：注册成功-密码16位---执行通过'
'2019-12-07 21:41:14,722 - [testcase.py-->line:54] - INFO: 用例：密码大于16位---执行通过'
'2019-12-07 21:41:14,892 - [testcase.py-->line:54] - INFO: 用例：不传密码---执行通过'
'2019-12-07 21:41:15,083 - [testcase.py-->line:54] - INFO: 用例：注册成功—类型为0---执行通过'
'2019-12-07 21:41:15,271 - [testcase.py-->line:54] - INFO: 用例：注册成功—类型为1---执行通过'
'2019-12-07 21:41:15,459 - [testcase.py-->line:54] - INFO: 用例：注册成功—类型非0和1---执行通过'
'2019-12-07 21:41:15,657 - [testcase.py-->line:54] - INFO: 用例：注册名超过11位---执行通过'
'2019-12-07 21:41:15,868 - [testcase.py-->line:54] - INFO: 用例：注册过的手机号再次注册---执行通过'
'2019-12-07 21:43:38,650 - [testcase.py-->line:149] - INFO: 用例：充值成功-member_id正确---执行未通过'
'2019-12-07 21:43:38,842 - [testcase.py-->line:149] - INFO: 用例：member_id为空---执行未通过'
'2019-12-07 21:43:39,042 - [testcase.py-->line:149] - INFO: 用例：member_id不存在---执行未通过'
'2019-12-07 21:43:39,237 - [testcase.py-->line:149] - INFO: 用例：金额为0---执行未通过'
'2019-12-07 21:43:39,410 - [testcase.py-->line:153] - INFO: 用例：金额为50000.01---执行通过'
'2019-12-07 21:43:39,489 - [testcase.py-->line:153] - INFO: 用例：金额为三位小数---执行通过'
'2019-12-07 21:43:39,573 - [testcase.py-->line:153] - INFO: 用例：金额为负数---执行通过'
'2019-12-07 22:26:56,004 - [testcase.py-->line:85] - INFO: 用例：手机号为空---执行未通过'
'2019-12-07 22:26:56,080 - [testcase.py-->line:91] - INFO: 用例：手机号长度不足11位---执行通过'
'2019-12-07 22:26:56,271 - [testcase.py-->line:91] - INFO: 用例：手机号长度超过11位---执行通过'
'2019-12-07 22:26:56,458 - [testcase.py-->line:91] - INFO: 用例：手机号为未注册过的手机号---执行通过'
'2019-12-07 22:26:56,650 - [testcase.py-->line:91] - INFO: 用例：密码错误---执行通过'
'2019-12-07 22:26:56,945 - [testcase.py-->line:85] - INFO: 用例：密码为空---执行未通过'
'2019-12-07 22:26:57,030 - [testcase.py-->line:91] - INFO: 用例：密码小于8位---执行通过'
'2019-12-07 22:26:57,227 - [testcase.py-->line:91] - INFO: 用例：密码大于16位---执行通过'
'2019-12-07 22:26:57,600 - [testcase.py-->line:149] - INFO: 用例：充值成功-member_id正确---执行未通过'
'2019-12-07 22:26:57,782 - [testcase.py-->line:149] - INFO: 用例：member_id为空---执行未通过'
'2019-12-07 22:26:57,963 - [testcase.py-->line:149] - INFO: 用例：member_id不存在---执行未通过'
'2019-12-07 22:26:58,143 - [testcase.py-->line:149] - INFO: 用例：金额为0---执行未通过'
'2019-12-07 22:26:58,328 - [testcase.py-->line:149] - INFO: 用例：充值成功-金额为500000---执行未通过'
'2019-12-07 22:26:58,410 - [testcase.py-->line:153] - INFO: 用例：金额为50000.01---执行通过'
'2019-12-07 22:26:58,493 - [testcase.py-->line:153] - INFO: 用例：金额为三位小数---执行通过'
'2019-12-07 22:26:58,697 - [testcase.py-->line:149] - INFO: 用例：充值成功-金额为0.01---执行未通过'
'2019-12-07 22:26:58,777 - [testcase.py-->line:153] - INFO: 用例：金额为负数---执行通过'
'2019-12-07 22:26:58,869 - [testcase.py-->line:54] - INFO: 用例：注册成功—带注册名，不带类型---执行通过'
'2019-12-07 22:26:59,066 - [testcase.py-->line:54] - INFO: 用例：成功-不带注册名，不带类型---执行通过'
'2019-12-07 22:26:59,267 - [testcase.py-->line:54] - INFO: 用例：手机号长度不足11位---执行通过'
'2019-12-07 22:26:59,445 - [testcase.py-->line:54] - INFO: 用例：手机号长度超过11位---执行通过'
'2019-12-07 22:26:59,638 - [testcase.py-->line:54] - INFO: 用例：手机号格式错误---执行通过'
'2019-12-07 22:26:59,841 - [testcase.py-->line:54] - INFO: 用例：手机号为空---执行通过'
'2019-12-07 22:27:00,067 - [testcase.py-->line:54] - INFO: 用例：密码小于8位---执行通过'
'2019-12-07 22:27:00,309 - [testcase.py-->line:54] - INFO: 用例：注册成功-密码16位---执行通过'
'2019-12-07 22:27:00,564 - [testcase.py-->line:54] - INFO: 用例：密码大于16位---执行通过'
'2019-12-07 22:27:00,762 - [testcase.py-->line:54] - INFO: 用例：不传密码---执行通过'
'2019-12-07 22:27:00,952 - [testcase.py-->line:54] - INFO: 用例：注册成功—类型为0---执行通过'
'2019-12-07 22:27:01,140 - [testcase.py-->line:54] - INFO: 用例：注册成功—类型为1---执行通过'
'2019-12-07 22:27:01,329 - [testcase.py-->line:54] - INFO: 用例：注册成功—类型非0和1---执行通过'
'2019-12-07 22:27:01,518 - [testcase.py-->line:54] - INFO: 用例：注册名超过11位---执行通过'
'2019-12-07 22:27:01,717 - [testcase.py-->line:54] - INFO: 用例：注册过的手机号再次注册---执行通过'
'2019-12-07 23:18:59,563 - [testcase.py-->line:91] - INFO: 用例：手机号长度不足11位---执行通过'
'2019-12-07 23:18:59,694 - [testcase.py-->line:91] - INFO: 用例：手机号长度超过11位---执行通过'
'2019-12-07 23:18:59,832 - [testcase.py-->line:91] - INFO: 用例：手机号为未注册过的手机号---执行通过'
'2019-12-07 23:18:59,949 - [testcase.py-->line:91] - INFO: 用例：密码错误---执行通过'
'2019-12-07 23:19:00,183 - [testcase.py-->line:91] - INFO: 用例：密码小于8位---执行通过'
'2019-12-07 23:19:00,304 - [testcase.py-->line:91] - INFO: 用例：密码大于16位---执行通过'
'2019-12-07 23:19:01,059 - [testcase.py-->line:153] - INFO: 用例：金额为50000.01---执行通过'
'2019-12-07 23:19:01,177 - [testcase.py-->line:153] - INFO: 用例：金额为三位小数---执行通过'
'2019-12-07 23:19:01,518 - [testcase.py-->line:153] - INFO: 用例：金额为负数---执行通过'
'2019-12-07 23:19:01,657 - [testcase.py-->line:54] - INFO: 用例：注册成功—带注册名，不带类型---执行通过'
'2019-12-07 23:19:01,786 - [testcase.py-->line:54] - INFO: 用例：成功-不带注册名，不带类型---执行通过'
'2019-12-07 23:19:01,921 - [testcase.py-->line:54] - INFO: 用例：手机号长度不足11位---执行通过'
'2019-12-07 23:19:02,030 - [testcase.py-->line:54] - INFO: 用例：手机号长度超过11位---执行通过'
'2019-12-07 23:19:02,135 - [testcase.py-->line:54] - INFO: 用例：手机号格式错误---执行通过'
'2019-12-07 23:19:02,245 - [testcase.py-->line:54] - INFO: 用例：手机号为空---执行通过'
'2019-12-07 23:19:02,345 - [testcase.py-->line:54] - INFO: 用例：密码小于8位---执行通过'
'2019-12-07 23:19:02,483 - [testcase.py-->line:54] - INFO: 用例：注册成功-密码16位---执行通过'
'2019-12-07 23:19:02,593 - [testcase.py-->line:54] - INFO: 用例：密码大于16位---执行通过'
'2019-12-07 23:19:02,709 - [testcase.py-->line:54] - INFO: 用例：不传密码---执行通过'
'2019-12-07 23:19:02,875 - [testcase.py-->line:54] - INFO: 用例：注册成功—类型为0---执行通过'
'2019-12-07 23:19:03,005 - [testcase.py-->line:54] - INFO: 用例：注册成功—类型为1---执行通过'
'2019-12-07 23:19:03,124 - [testcase.py-->line:54] - INFO: 用例：注册成功—类型非0和1---执行通过'
'2019-12-07 23:19:03,238 - [testcase.py-->line:54] - INFO: 用例：注册名超过11位---执行通过'
'2019-12-07 23:19:03,369 - [testcase.py-->line:54] - INFO: 用例：注册过的手机号再次注册---执行通过'
'2019-12-07 23:19:36,180 - [testcase.py-->line:85] - INFO: 用例：手机号为空---执行未通过'
'2019-12-07 23:19:36,255 - [testcase.py-->line:91] - INFO: 用例：手机号长度不足11位---执行通过'
'2019-12-07 23:19:36,429 - [testcase.py-->line:91] - INFO: 用例：手机号长度超过11位---执行通过'
'2019-12-07 23:19:36,618 - [testcase.py-->line:91] - INFO: 用例：手机号为未注册过的手机号---执行通过'
'2019-12-07 23:19:36,800 - [testcase.py-->line:91] - INFO: 用例：密码错误---执行通过'
'2019-12-07 23:19:37,080 - [testcase.py-->line:85] - INFO: 用例：密码为空---执行未通过'
'2019-12-07 23:19:37,165 - [testcase.py-->line:91] - INFO: 用例：密码小于8位---执行通过'
'2019-12-07 23:19:37,358 - [testcase.py-->line:91] - INFO: 用例：密码大于16位---执行通过'
'2019-12-07 23:19:37,728 - [testcase.py-->line:149] - INFO: 用例：充值成功-member_id正确---执行未通过'
'2019-12-07 23:19:37,908 - [testcase.py-->line:149] - INFO: 用例：member_id为空---执行未通过'
'2019-12-07 23:19:38,091 - [testcase.py-->line:149] - INFO: 用例：member_id不存在---执行未通过'
'2019-12-07 23:19:38,271 - [testcase.py-->line:149] - INFO: 用例：金额为0---执行未通过'
'2019-12-07 23:19:38,473 - [testcase.py-->line:149] - INFO: 用例：充值成功-金额为500000---执行未通过'
'2019-12-07 23:19:38,541 - [testcase.py-->line:153] - INFO: 用例：金额为50000.01---执行通过'
'2019-12-07 23:19:38,718 - [testcase.py-->line:153] - INFO: 用例：金额为三位小数---执行通过'
'2019-12-07 23:19:39,007 - [testcase.py-->line:149] - INFO: 用例：金额为空---执行未通过'
'2019-12-07 23:19:39,189 - [testcase.py-->line:149] - INFO: 用例：充值成功-金额为0.01---执行未通过'
'2019-12-07 23:19:39,266 - [testcase.py-->line:153] - INFO: 用例：金额为负数---执行通过'
'2019-12-07 23:19:39,464 - [testcase.py-->line:54] - INFO: 用例：注册成功—带注册名，不带类型---执行通过'
'2019-12-07 23:19:39,661 - [testcase.py-->line:54] - INFO: 用例：成功-不带注册名，不带类型---执行通过'
'2019-12-07 23:19:39,857 - [testcase.py-->line:54] - INFO: 用例：手机号长度不足11位---执行通过'
'2019-12-07 23:19:40,044 - [testcase.py-->line:54] - INFO: 用例：手机号长度超过11位---执行通过'
'2019-12-07 23:19:40,261 - [testcase.py-->line:54] - INFO: 用例：手机号格式错误---执行通过'
'2019-12-07 23:19:40,442 - [testcase.py-->line:54] - INFO: 用例：手机号为空---执行通过'
'2019-12-07 23:19:40,621 - [testcase.py-->line:54] - INFO: 用例：密码小于8位---执行通过'
'2019-12-07 23:19:40,811 - [testcase.py-->line:54] - INFO: 用例：注册成功-密码16位---执行通过'
'2019-12-07 23:19:41,005 - [testcase.py-->line:54] - INFO: 用例：密码大于16位---执行通过'
'2019-12-07 23:19:41,189 - [testcase.py-->line:54] - INFO: 用例：不传密码---执行通过'
'2019-12-07 23:19:41,396 - [testcase.py-->line:54] - INFO: 用例：注册成功—类型为0---执行通过'
'2019-12-07 23:19:41,580 - [testcase.py-->line:54] - INFO: 用例：注册成功—类型为1---执行通过'
'2019-12-07 23:19:41,777 - [testcase.py-->line:54] - INFO: 用例：注册成功—类型非0和1---执行通过'
'2019-12-07 23:19:41,995 - [testcase.py-->line:54] - INFO: 用例：注册名超过11位---执行通过'
'2019-12-07 23:19:42,179 - [testcase.py-->line:54] - INFO: 用例：注册过的手机号再次注册---执行通过'
'2019-12-07 23:56:07,358 - [testcase.py-->line:91] - INFO: 用例：登录成功---执行通过'
'2019-12-07 23:56:07,646 - [testcase.py-->line:85] - INFO: 用例：手机号为空---执行未通过'
'2019-12-07 23:56:07,722 - [testcase.py-->line:91] - INFO: 用例：手机号长度不足11位---执行通过'
'2019-12-07 23:56:07,920 - [testcase.py-->line:91] - INFO: 用例：手机号长度超过11位---执行通过'
'2019-12-07 23:56:08,231 - [testcase.py-->line:91] - INFO: 用例：手机号为未注册过的手机号---执行通过'
'2019-12-07 23:56:08,417 - [testcase.py-->line:91] - INFO: 用例：密码错误---执行通过'
'2019-12-07 23:56:08,706 - [testcase.py-->line:85] - INFO: 用例：密码为空---执行未通过'
'2019-12-07 23:56:08,786 - [testcase.py-->line:91] - INFO: 用例：密码小于8位---执行通过'
'2019-12-07 23:56:08,979 - [testcase.py-->line:91] - INFO: 用例：密码大于16位---执行通过'
'2019-12-07 23:56:09,338 - [testcase.py-->line:149] - INFO: 用例：充值成功-member_id正确---执行未通过'
'2019-12-07 23:56:09,531 - [testcase.py-->line:149] - INFO: 用例：member_id为空---执行未通过'
'2019-12-07 23:56:09,714 - [testcase.py-->line:149] - INFO: 用例：member_id不存在---执行未通过'
'2019-12-07 23:56:09,899 - [testcase.py-->line:149] - INFO: 用例：金额为0---执行未通过'
'2019-12-07 23:56:10,078 - [testcase.py-->line:149] - INFO: 用例：充值成功-金额为500000---执行未通过'
'2019-12-07 23:56:10,158 - [testcase.py-->line:153] - INFO: 用例：金额为50000.01---执行通过'
'2019-12-07 23:56:10,342 - [testcase.py-->line:153] - INFO: 用例：金额为三位小数---执行通过'
'2019-12-07 23:56:10,660 - [testcase.py-->line:149] - INFO: 用例：金额为空---执行未通过'
'2019-12-07 23:56:10,849 - [testcase.py-->line:149] - INFO: 用例：充值成功-金额为0.01---执行未通过'
'2019-12-07 23:56:10,928 - [testcase.py-->line:153] - INFO: 用例：金额为负数---执行通过'
'2019-12-07 23:56:11,128 - [testcase.py-->line:54] - INFO: 用例：注册成功—带注册名，不带类型---执行通过'
'2019-12-07 23:56:11,321 - [testcase.py-->line:54] - INFO: 用例：成功-不带注册名，不带类型---执行通过'
'2019-12-07 23:56:11,507 - [testcase.py-->line:54] - INFO: 用例：手机号长度不足11位---执行通过'
'2019-12-07 23:56:11,714 - [testcase.py-->line:54] - INFO: 用例：手机号长度超过11位---执行通过'
'2019-12-07 23:56:11,891 - [testcase.py-->line:54] - INFO: 用例：手机号格式错误---执行通过'
'2019-12-07 23:56:12,089 - [testcase.py-->line:54] - INFO: 用例：手机号为空---执行通过'
'2019-12-07 23:56:12,277 - [testcase.py-->line:54] - INFO: 用例：密码小于8位---执行通过'
'2019-12-07 23:56:12,479 - [testcase.py-->line:54] - INFO: 用例：注册成功-密码16位---执行通过'
'2019-12-07 23:56:12,672 - [testcase.py-->line:54] - INFO: 用例：密码大于16位---执行通过'
'2019-12-07 23:56:12,870 - [testcase.py-->line:54] - INFO: 用例：不传密码---执行通过'
'2019-12-07 23:56:13,057 - [testcase.py-->line:54] - INFO: 用例：注册成功—类型为0---执行通过'
'2019-12-07 23:56:13,264 - [testcase.py-->line:54] - INFO: 用例：注册成功—类型为1---执行通过'
'2019-12-07 23:56:13,451 - [testcase.py-->line:54] - INFO: 用例：注册成功—类型非0和1---执行通过'
'2019-12-07 23:56:13,625 - [testcase.py-->line:54] - INFO: 用例：注册名超过11位---执行通过'
'2019-12-07 23:56:13,944 - [testcase.py-->line:54] - INFO: 用例：注册过的手机号再次注册---执行通过'
'2019-12-08 00:39:06,711 - [testcase.py-->line:91] - INFO: 用例：登录成功---执行通过'
'2019-12-08 00:39:06,986 - [testcase.py-->line:85] - INFO: 用例：手机号为空---执行未通过'
'2019-12-08 00:39:07,082 - [testcase.py-->line:91] - INFO: 用例：手机号长度不足11位---执行通过'
'2019-12-08 00:39:08,272 - [testcase.py-->line:91] - INFO: 用例：手机号长度超过11位---执行通过'
'2019-12-08 00:39:08,501 - [testcase.py-->line:91] - INFO: 用例：手机号为未注册过的手机号---执行通过'
'2019-12-08 00:39:08,704 - [testcase.py-->line:91] - INFO: 用例：密码错误---执行通过'
'2019-12-08 00:39:09,005 - [testcase.py-->line:85] - INFO: 用例：密码为空---执行未通过'
'2019-12-08 00:39:09,120 - [testcase.py-->line:91] - INFO: 用例：密码小于8位---执行通过'
'2019-12-08 00:39:09,339 - [testcase.py-->line:91] - INFO: 用例：密码大于16位---执行通过'
'2019-12-08 00:39:09,655 - [testcase.py-->line:153] - INFO: 用例：充值成功-member_id正确---执行通过'
'2019-12-08 00:39:09,959 - [testcase.py-->line:149] - INFO: 用例：member_id为空---执行未通过'
'2019-12-08 00:39:10,159 - [testcase.py-->line:149] - INFO: 用例：member_id不存在---执行未通过'
'2019-12-08 00:39:10,353 - [testcase.py-->line:149] - INFO: 用例：金额为0---执行未通过'
'2019-12-08 00:39:10,446 - [testcase.py-->line:153] - INFO: 用例：充值成功-金额为500000---执行通过'
'2019-12-08 00:39:10,647 - [testcase.py-->line:153] - INFO: 用例：金额为50000.01---执行通过'
'2019-12-08 00:39:10,835 - [testcase.py-->line:153] - INFO: 用例：金额为三位小数---执行通过'
'2019-12-08 00:39:11,127 - [testcase.py-->line:149] - INFO: 用例：金额为空---执行未通过'
'2019-12-08 00:39:11,222 - [testcase.py-->line:153] - INFO: 用例：充值成功-金额为0.01---执行通过'
'2019-12-08 00:39:11,405 - [testcase.py-->line:153] - INFO: 用例：金额为负数---执行通过'
'2019-12-08 00:39:11,610 - [testcase.py-->line:54] - INFO: 用例：注册成功—带注册名，不带类型---执行通过'
'2019-12-08 00:39:11,843 - [testcase.py-->line:54] - INFO: 用例：成功-不带注册名，不带类型---执行通过'
'2019-12-08 00:39:12,025 - [testcase.py-->line:54] - INFO: 用例：手机号长度不足11位---执行通过'
'2019-12-08 00:39:12,244 - [testcase.py-->line:54] - INFO: 用例：手机号长度超过11位---执行通过'
'2019-12-08 00:39:12,430 - [testcase.py-->line:54] - INFO: 用例：手机号格式错误---执行通过'
'2019-12-08 00:39:12,611 - [testcase.py-->line:54] - INFO: 用例：手机号为空---执行通过'
'2019-12-08 00:39:12,810 - [testcase.py-->line:54] - INFO: 用例：密码小于8位---执行通过'
'2019-12-08 00:39:13,003 - [testcase.py-->line:54] - INFO: 用例：注册成功-密码16位---执行通过'
'2019-12-08 00:39:13,198 - [testcase.py-->line:54] - INFO: 用例：密码大于16位---执行通过'
'2019-12-08 00:39:13,376 - [testcase.py-->line:54] - INFO: 用例：不传密码---执行通过'
'2019-12-08 00:39:13,563 - [testcase.py-->line:54] - INFO: 用例：注册成功—类型为0---执行通过'
'2019-12-08 00:39:13,764 - [testcase.py-->line:54] - INFO: 用例：注册成功—类型为1---执行通过'
'2019-12-08 00:39:13,964 - [testcase.py-->line:54] - INFO: 用例：注册成功—类型非0和1---执行通过'
'2019-12-08 00:39:14,242 - [testcase.py-->line:54] - INFO: 用例：注册名超过11位---执行通过'
'2019-12-08 00:39:14,434 - [testcase.py-->line:54] - INFO: 用例：注册过的手机号再次注册---执行通过'
'2019-12-08 00:42:41,262 - [testcase.py-->line:91] - INFO: 用例：登录成功---执行通过'
'2019-12-08 00:42:41,552 - [testcase.py-->line:85] - INFO: 用例：手机号为空---执行未通过'
'2019-12-08 00:42:41,628 - [testcase.py-->line:91] - INFO: 用例：手机号长度不足11位---执行通过'
'2019-12-08 00:42:41,811 - [testcase.py-->line:91] - INFO: 用例：手机号长度超过11位---执行通过'
'2019-12-08 00:42:42,002 - [testcase.py-->line:91] - INFO: 用例：手机号为未注册过的手机号---执行通过'
'2019-12-08 00:42:42,186 - [testcase.py-->line:91] - INFO: 用例：密码错误---执行通过'
'2019-12-08 00:42:42,483 - [testcase.py-->line:85] - INFO: 用例：密码为空---执行未通过'
'2019-12-08 00:42:42,566 - [testcase.py-->line:91] - INFO: 用例：密码小于8位---执行通过'
'2019-12-08 00:42:42,768 - [testcase.py-->line:91] - INFO: 用例：密码大于16位---执行通过'
'2019-12-08 00:42:43,038 - [testcase.py-->line:153] - INFO: 用例：充值成功-member_id正确---执行通过'
'2019-12-08 00:42:43,361 - [testcase.py-->line:149] - INFO: 用例：member_id为空---执行未通过'
'2019-12-08 00:42:43,536 - [testcase.py-->line:149] - INFO: 用例：member_id不存在---执行未通过'
'2019-12-08 00:42:43,740 - [testcase.py-->line:149] - INFO: 用例：金额为0---执行未通过'
'2019-12-08 00:42:43,827 - [testcase.py-->line:153] - INFO: 用例：充值成功-金额为500000---执行通过'
'2019-12-08 00:42:44,022 - [testcase.py-->line:153] - INFO: 用例：金额为50000.01---执行通过'
'2019-12-08 00:42:44,212 - [testcase.py-->line:153] - INFO: 用例：金额为三位小数---执行通过'
'2019-12-08 00:42:44,508 - [testcase.py-->line:149] - INFO: 用例：金额为空---执行未通过'
'2019-12-08 00:42:44,595 - [testcase.py-->line:153] - INFO: 用例：充值成功-金额为0.01---执行通过'
'2019-12-08 00:42:44,776 - [testcase.py-->line:153] - INFO: 用例：金额为负数---执行通过'
'2019-12-08 00:42:44,963 - [testcase.py-->line:54] - INFO: 用例：注册成功—带注册名，不带类型---执行通过'
'2019-12-08 00:42:45,153 - [testcase.py-->line:54] - INFO: 用例：成功-不带注册名，不带类型---执行通过'
'2019-12-08 00:42:45,350 - [testcase.py-->line:54] - INFO: 用例：手机号长度不足11位---执行通过'
'2019-12-08 00:42:45,569 - [testcase.py-->line:54] - INFO: 用例：手机号长度超过11位---执行通过'
'2019-12-08 00:42:45,747 - [testcase.py-->line:54] - INFO: 用例：手机号格式错误---执行通过'
'2019-12-08 00:42:45,933 - [testcase.py-->line:54] - INFO: 用例：手机号为空---执行通过'
'2019-12-08 00:42:46,125 - [testcase.py-->line:54] - INFO: 用例：密码小于8位---执行通过'
'2019-12-08 00:42:46,308 - [testcase.py-->line:54] - INFO: 用例：注册成功-密码16位---执行通过'
'2019-12-08 00:42:46,492 - [testcase.py-->line:54] - INFO: 用例：密码大于16位---执行通过'
'2019-12-08 00:42:46,673 - [testcase.py-->line:54] - INFO: 用例：不传密码---执行通过'
'2019-12-08 00:42:46,867 - [testcase.py-->line:54] - INFO: 用例：注册成功—类型为0---执行通过'
'2019-12-08 00:42:47,061 - [testcase.py-->line:54] - INFO: 用例：注册成功—类型为1---执行通过'
'2019-12-08 00:42:47,248 - [testcase.py-->line:54] - INFO: 用例：注册成功—类型非0和1---执行通过'
'2019-12-08 00:42:47,438 - [testcase.py-->line:54] - INFO: 用例：注册名超过11位---执行通过'
'2019-12-08 00:42:47,635 - [testcase.py-->line:54] - INFO: 用例：注册过的手机号再次注册---执行通过'
'2019-12-08 00:49:04,411 - [testcase.py-->line:153] - INFO: 用例：充值成功-member_id正确---执行通过'
'2019-12-08 00:49:04,707 - [testcase.py-->line:149] - INFO: 用例：member_id为空---执行未通过'
'2019-12-08 00:49:04,891 - [testcase.py-->line:149] - INFO: 用例：member_id不存在---执行未通过'
'2019-12-08 00:49:05,285 - [testcase.py-->line:149] - INFO: 用例：金额为0---执行未通过'
'2019-12-08 00:49:05,378 - [testcase.py-->line:153] - INFO: 用例：充值成功-金额为500000---执行通过'
'2019-12-08 00:49:05,576 - [testcase.py-->line:153] - INFO: 用例：金额为50000.01---执行通过'
'2019-12-08 00:49:05,753 - [testcase.py-->line:153] - INFO: 用例：金额为三位小数---执行通过'
'2019-12-08 00:49:06,056 - [testcase.py-->line:149] - INFO: 用例：金额为空---执行未通过'
'2019-12-08 00:49:06,154 - [testcase.py-->line:153] - INFO: 用例：充值成功-金额为0.01---执行通过'
'2019-12-08 00:49:06,354 - [testcase.py-->line:153] - INFO: 用例：金额为负数---执行通过'
'2019-12-08 00:49:15,273 - [testcase.py-->line:91] - INFO: 用例：登录成功---执行通过'
'2019-12-08 00:49:15,591 - [testcase.py-->line:85] - INFO: 用例：手机号为空---执行未通过'
'2019-12-08 00:49:15,703 - [testcase.py-->line:91] - INFO: 用例：手机号长度不足11位---执行通过'
'2019-12-08 00:49:15,898 - [testcase.py-->line:91] - INFO: 用例：手机号长度超过11位---执行通过'
'2019-12-08 00:49:16,098 - [testcase.py-->line:91] - INFO: 用例：手机号为未注册过的手机号---执行通过'
'2019-12-08 00:49:16,338 - [testcase.py-->line:91] - INFO: 用例：密码错误---执行通过'
'2019-12-08 00:49:16,767 - [testcase.py-->line:85] - INFO: 用例：密码为空---执行未通过'
'2019-12-08 00:49:16,846 - [testcase.py-->line:91] - INFO: 用例：密码小于8位---执行通过'
'2019-12-08 00:49:17,061 - [testcase.py-->line:91] - INFO: 用例：密码大于16位---执行通过'
'2019-12-08 00:49:17,362 - [testcase.py-->line:153] - INFO: 用例：充值成功-member_id正确---执行通过'
'2019-12-08 00:49:17,650 - [testcase.py-->line:149] - INFO: 用例：member_id为空---执行未通过'
